ISBN13a,ISBN13b,note
9780226449531,9781469654010
9780745684499,9780816650460
9780745684499,9781479822515
9780745684499,9781788732765
9780745684499,9781478006510
9781612198552,9780060779696
9781612198552,9780816650460
9781612198552,9781786632661
9781784786229,9781786635167
9781980029106,9780812968255
9781250228017,9781612198552
9781611807240,9780812968255
9781611807240,9780226818597
9781611807240,9780865478763
9781838852733,9781931520539
9780593358825,9780804139021
9780593358825,9780340837948
9780593358825,9780340839935
9780822362241,9780872866690
9780593242728,9781433206634
9780593242728,9781982146863
9780593242728,9780593358825
9780593242728,9780231128452
9780593242728,9781612198552
9780593242728,9781509530571
9780593242728,9780872866690
9780593242728,9781400032051
9780593242728,9780814752234
9780593242728,9780226818597
9780593242728,9780525427520
9781451627251,9780374609849
9781451627251,9781401284770
9781451627251,9781593072933
9781451627251,9780966234602
9780374609849,9780374531386
9780374609849,9780525522133
9780374609849,9780814752234
9780374610326,9780345497512
9780374610326,9781433206634
9780374610326,9781595550200
9780374610326,9780804732185
9780374610326,9780521034685
9780374610326,9781890951290
9781683960423,9781555978280
9780141441498,9780593190265
9780141441498,9780593242728
9780141441498,9780452281257
9780141441498,9780143039075
9780141441498,9781645660019
9780141441498,9780066211312
9780141441498,9780822333692
9780197772614,9781839762086
9780197772614,9780262525961
9780197772614,9781509526406
9780197772614,9781610395694
9781633693784,9780316487771
9780140441765,9780143039884
9780140441765,9781935554554
9780593192368,9780143039310
9780593192368,9780199555840
9780593192368,9780812976717
9780593192368,9780316509848
9780593192368,9781593082642
9780393356687,9780525427520
9780199552573,9780231216630
9780199552573,9781784786229
9780199552573,9780786446056
9780525427520,9781400064892
9780393356687,9780525427520
9781612195186,9780231216630
9780804752374,9780231216630
9781603840361,9781603840361
9780199552573,9780262525961
9780199552573,9780192839787
9780199552573,9781786635167
9780765391360,9780593358825
9780765391360,9780812550757
9780765391360,9780822362241
9780060976255,9781419729669
9781250781260,9780316229296
9781250781260,9780374104092
9780375712258,9781400078431
